start_timestamp_utc,end_timestamp_utc,start_timestamp_local,end_timestamp_local,driver_uuid,city_id,minutes_online,minutes_active,dispatches,rejections,accepts,expireds,driver_cancellations,rider_cancellations,completed_trips,trip_fares,driver_adjusted_fares,flow_type,partner_uuids,vehicle_uuids,minutes_on_trip
2020-01-02 00:16:54.000,2020-01-02 00:18:21.000,2020-01-02 01:16:54.000,2020-01-02 01:18:21.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,1.45,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 00:23:45.000,2020-01-02 00:55:24.000,2020-01-02 01:23:45.000,2020-01-02 01:55:24.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,31.65,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 02:05:50.000,2020-01-02 02:49:34.000,2020-01-02 03:05:50.000,2020-01-02 03:49:34.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,43.733333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 07:08:57.000,2020-01-02 07:36:49.000,2020-01-02 08:08:57.000,2020-01-02 08:36:49.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,27.866666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 08:39:47.000,2020-01-02 12:50:56.000,2020-01-02 09:39:47.000,2020-01-02 13:50:56.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,251.15,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 14:06:56.000,2020-01-02 14:40:37.000,2020-01-02 15:06:56.000,2020-01-02 15:40:37.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,33.68333333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 16:10:46.000,2020-01-02 16:57:11.000,2020-01-02 17:10:46.000,2020-01-02 17:57:11.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,46.416666666666664,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 17:01:40.000,2020-01-02 17:03:19.000,2020-01-02 18:01:40.000,2020-01-02 18:03:19.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,1.65,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 17:31:18.000,2020-01-02 17:31:19.000,2020-01-02 18:31:18.000,2020-01-02 18:31:19.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 18:57:08.000,2020-01-02 21:57:18.000,2020-01-02 19:57:08.000,2020-01-02 22:57:18.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,180.16666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-02 22:28:44.000,2020-01-02 23:41:07.000,2020-01-02 23:28:44.000,2020-01-03 00:41:07.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,72.38333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 01:56:41.000,2020-01-03 04:36:47.000,2020-01-03 02:56:41.000,2020-01-03 05:36:47.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,160.1,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 06:02:13.000,2020-01-03 06:12:41.000,2020-01-03 07:02:13.000,2020-01-03 07:12:41.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,10.466666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 07:29:56.000,2020-01-03 08:00:51.000,2020-01-03 08:29:56.000,2020-01-03 09:00:51.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,30.916666666666668,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 08:36:38.000,2020-01-03 08:38:17.000,2020-01-03 09:36:38.000,2020-01-03 09:38:17.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,1.65,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 08:38:25.000,2020-01-03 08:41:34.000,2020-01-03 09:38:25.000,2020-01-03 09:41:34.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,3.15,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 09:20:10.000,2020-01-03 09:36:35.000,2020-01-03 10:20:10.000,2020-01-03 10:36:35.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,16.416666666666668,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 10:37:58.000,2020-01-03 11:30:38.000,2020-01-03 11:37:58.000,2020-01-03 12:30:38.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,52.666666666666664,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 13:09:53.000,2020-01-03 14:28:20.000,2020-01-03 14:09:53.000,2020-01-03 15:28:20.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,78.45,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 14:55:05.000,2020-01-03 15:06:02.000,2020-01-03 15:55:05.000,2020-01-03 16:06:02.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,10.95,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 15:19:01.000,2020-01-03 16:46:12.000,2020-01-03 16:19:01.000,2020-01-03 17:46:12.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,87.18333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-03 17:57:59.000,2020-01-04 01:29:23.000,2020-01-03 18:57:59.000,2020-01-04 02:29:23.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,451.4,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 02:40:03.000,2020-01-04 04:19:50.000,2020-01-04 03:40:03.000,2020-01-04 05:19:50.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,99.78333333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 04:56:04.000,2020-01-04 06:25:55.000,2020-01-04 05:56:04.000,2020-01-04 07:25:55.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,89.85,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 06:33:14.000,2020-01-04 08:52:04.000,2020-01-04 07:33:14.000,2020-01-04 09:52:04.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,138.83333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 09:24:06.000,2020-01-04 12:14:31.000,2020-01-04 10:24:06.000,2020-01-04 13:14:31.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,170.41666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 12:32:04.000,2020-01-04 14:10:10.000,2020-01-04 13:32:04.000,2020-01-04 15:10:10.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,98.1,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 15:06:10.000,2020-01-04 15:42:55.000,2020-01-04 16:06:10.000,2020-01-04 16:42:55.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,36.75,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 17:52:52.000,2020-01-04 18:02:44.000,2020-01-04 18:52:52.000,2020-01-04 19:02:44.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,9.866666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 18:28:05.000,2020-01-04 18:41:43.000,2020-01-04 19:28:05.000,2020-01-04 19:41:43.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,13.633333333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 18:48:42.000,2020-01-04 20:57:30.000,2020-01-04 19:48:42.000,2020-01-04 21:57:30.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,128.8,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-04 23:49:12.000,2020-01-05 00:24:10.000,2020-01-05 00:49:12.000,2020-01-05 01:24:10.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,34.96666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 02:10:14.000,2020-01-05 03:01:53.000,2020-01-05 03:10:14.000,2020-01-05 04:01:53.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,51.65,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 03:24:12.000,2020-01-05 03:24:38.000,2020-01-05 04:24:12.000,2020-01-05 04:24:38.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,0.43333333333333335,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 05:11:30.000,2020-01-05 05:38:52.000,2020-01-05 06:11:30.000,2020-01-05 06:38:52.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,27.366666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 05:49:11.000,2020-01-05 06:07:54.000,2020-01-05 06:49:11.000,2020-01-05 07:07:54.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,18.716666666666665,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 10:09:42.000,2020-01-05 11:40:10.000,2020-01-05 11:09:42.000,2020-01-05 12:40:10.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,90.46666666666667,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 11:45:14.000,2020-01-05 13:01:36.000,2020-01-05 12:45:14.000,2020-01-05 14:01:36.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,76.36666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 14:47:19.000,2020-01-05 15:33:43.000,2020-01-05 15:47:19.000,2020-01-05 16:33:43.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,46.4,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 16:09:41.000,2020-01-05 18:49:35.000,2020-01-05 17:09:41.000,2020-01-05 19:49:35.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,159.9,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 19:22:39.000,2020-01-05 19:36:36.000,2020-01-05 20:22:39.000,2020-01-05 20:36:36.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,13.95,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 20:31:23.000,2020-01-05 22:25:04.000,2020-01-05 21:31:23.000,2020-01-05 23:25:04.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,113.68333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-05 22:36:34.000,2020-01-06 00:25:33.000,2020-01-05 23:36:34.000,2020-01-06 01:25:33.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,108.98333333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 03:38:57.000,2020-01-06 05:04:09.000,2020-01-06 04:38:57.000,2020-01-06 06:04:09.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,85.2,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 06:19:46.000,2020-01-06 11:17:51.000,2020-01-06 07:19:46.000,2020-01-06 12:17:51.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,298.0833333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 12:01:08.000,2020-01-06 12:38:08.000,2020-01-06 13:01:08.000,2020-01-06 13:38:08.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,37.0,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 13:30:19.000,2020-01-06 14:39:41.000,2020-01-06 14:30:19.000,2020-01-06 15:39:41.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,69.36666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 15:50:03.000,2020-01-06 15:53:56.000,2020-01-06 16:50:03.000,2020-01-06 16:53:56.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,3.8833333333333333,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 16:52:51.000,2020-01-06 17:19:52.000,2020-01-06 17:52:51.000,2020-01-06 18:19:52.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,27.016666666666666,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 21:58:45.000,2020-01-06 22:21:40.000,2020-01-06 22:58:45.000,2020-01-06 23:21:40.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,22.916666666666668,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 22:26:31.000,2020-01-06 22:49:19.000,2020-01-06 23:26:31.000,2020-01-06 23:49:19.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,22.8,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-06 23:23:53.000,2020-01-06 23:59:50.000,2020-01-07 00:23:53.000,2020-01-07 00:59:50.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,35.95,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-07 00:00:00.000,2020-01-07 00:00:09.000,2020-01-07 01:00:00.000,2020-01-07 01:00:09.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,0.15,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-07 00:00:49.000,2020-01-07 00:33:33.000,2020-01-07 01:00:49.000,2020-01-07 01:33:33.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,32.733333333333334,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
2020-01-07 00:42:40.000,2020-01-07 01:38:00.000,2020-01-07 01:42:40.000,2020-01-07 02:38:00.000,n5ihp00g-n3nq-jckc-hvor-jj1ersm7h7p8,355,55.333333333333336,0,0,0,0,0,0,0,0,0,0,UberX,"""[""""6kyhgmu4-otky-gn6c-eivf-iosjptidztvd""""]""","""[""""9lshvtgc-0w1t-x3ws-4y4u-it9ufq1ezgj9""""]""",0
